gene_symbol	uniprot_id	uniprot_name	label_source	surfaceome_label	internal_compartment_hint	uniprot_subcellular	has_cell_membrane_uniprot	has_gpi_uniprot	max_tpm_gtex	max_ntpm_hpa_tissue	max_tpm_hpa_celline	max_tpm_tcga	max_expression_any
CLEC1B	Q9P126	CLC1B_HUMAN	machine learning	surface	False	Membrane (Single-pass type II membrane protein)	False	False	6.4359	74.8	84.8	94.850586537394	94.850586537394
SIGLEC9	Q9Y336	SIGL9_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	45.9494	19.9	26.8	94.6010800594331	94.6010800594331
SPACA1	Q9HBV2	SACA1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	94.3297	39.5	0.2	23.649520014858275	94.3297
MANSC4	A6NHS7	MANS4_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	5.17992	1.3	12.4	94.2672473230431	94.2672473230431
CACHD1	Q5VU97	CAHD1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	30.907	24.5	90.0	90.77254529667556	90.77254529667556
ADCY9	O60503	ADCY9_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	40.1368	48.5	71.8	90.50866799187808	90.50866799187808
IFNAR1	P17181	INAR1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	34.6015	32.4	36.9	89.95203166617226	89.95203166617226
LHFPL4	Q7Z7J7	LHPL4_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	36.3869	17.2	27.2	89.77139627519921	89.77139627519921
FAT3	Q8TDW7	FAT3_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	8.28333	13.6	89.4	34.00930408313154	89.4
SLC26A1	Q9H2B4	S26A1_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	9.40915	17.4	27.9	88.24139238524302	88.24139238524302
TMEM211	Q6ICI0	TM211_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	6.4906	0.0	0.0	88.18024861302001	88.18024861302001
ROR1	Q01973	ROR1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	18.6001	23.1	44.9	88.02147300929282	88.02147300929282
DISP1	Q96F81	DISP1_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	11.5418	8.5	18.4	87.9421924464813	87.9421924464813
USH2A	O75445	USH2A_HUMAN	machine learning	surface	False	Cell projection, stereocilium membrane (Single-pass type I membrane protein);Secreted	False	False	1.17079	17.8	87.8	37.19047343473869	87.8
LRRC19	Q9H756	LRC19_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	37.0341	40.0	10.3	87.58934824313059	87.58934824313059
LRFN5	Q96NI6	LRFN5_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	12.1255	10.5	87.3	65.5388288347935	87.3
PRRT3	Q5FWE3	PRRT3_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	25.7364	14.3	37.0	86.25183669523344	86.25183669523344
PDCD1	Q15116	PDCD1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	27.854	15.0	60.0	86.19804615560673	86.19804615560673
DCC	P43146	DCC_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	6.6914	7.2	85.1	59.41172273463975	85.1
SIRPG	Q9P1W8	SIRPG_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	30.1093	36.4	83.3	83.6319762491631	83.6319762491631
KLRB1	Q12918	KLRB1_HUMAN	machine learning	surface	False	Membrane (Single-pass type II membrane protein)	False	False	44.6588	44.6	83.3	45.12853473550048	83.3
TMEM178B	H3BS89	T178B_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	13.4896	11.2	56.0	83.06003823702456	83.06003823702456
SDK2	Q58EX2	SDK2_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	18.7614	9.1	53.2	82.81284065507039	82.81284065507039
NIPAL1	Q6NVV3	NIPA3_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	24.5245	24.3	30.2	82.73825143175893	82.73825143175893
ABCB11	O95342	ABCBB_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	22.0494	75.3	33.2	82.45199536798609	82.45199536798609
LY9	Q9HBG7	LY9_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	37.8977	29.2	82.4	72.08763865414363	82.4
SUSD1	Q6UWL2	SUSD1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	22.8106	14.4	46.2	82.12117884137201	82.12117884137201
KIAA1644	Q3SXP7	K1644_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	76.3277	0.0	0.0	81.72934957084257	81.72934957084257
LYSMD3	Q7Z3D4	LYSM3_HUMAN	machine learning	surface	False	Membrane (Single-pass membrane protein)	False	False	22.6519	22.5	42.9	80.86156151297567	80.86156151297567
THSD1	Q9NS62	THSD1_HUMAN	machine learning	surface	False	Membrane (Single- pass type I membrane protein);Membrane (Single- pass type I membrane protein);Secreted	False	False	20.1259	11.0	57.6	80.69918076667486	80.69918076667486
RNF150	Q9ULK6	RN150_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	28.8856	29.7	80.2	51.871572015341165	80.2
HFE	Q30201	HFE_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	15.9164	14.5	69.1	79.89215512970317	79.89215512970317
ANTXRL	A6NF34	ANTRL_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	36.4958	12.0	9.0	79.5495499975222	79.5495499975222
SCARF1	Q14162	SREC_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	74.2705	25.8	29.6	79.15901606180645	79.15901606180645
SLC5A7	Q9GZV3	SC5A7_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	3.31921	2.6	77.6	39.39016007419893	77.6
BMPR1A	P36894	BMR1A_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	29.392	17.9	42.2	77.57830788640607	77.57830788640607
BTN2A1	Q7KYR7	BT2A1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	77.119	35.4	70.7	65.01847491364842	77.119
DCHS2	Q6V1P9	PCD23_HUMAN	machine learning	surface	False	Membrane (Single-pass membrane protein)	False	False	2.60103	1.5	6.2	76.6907773657228	76.6907773657228
LSMEM1	Q8N8F7	LSME1_HUMAN	machine learning	surface	False	Membrane (Single-pass membrane protein)	False	False	10.0035	76.4	2.6	32.38952618877299	76.4
TMEM26	Q6ZUK4	TMM26_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	8.35815	8.3	55.7	75.89226725955825	75.89226725955825
PTCHD2	Q9P2K9	PTHD2_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	11.3532	0.0	0.0	75.8291672606787	75.8291672606787
SLC4A8	Q2Y0W8	S4A8_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	31.642	16.9	49.0	75.18019802297223	75.18019802297223
SLC8A3	P57103	NAC3_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	9.2562	19.0	34.1	74.95125612344363	74.95125612344363
THSD7B	Q9C0I4	THS7B_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	3.53729	18.0	65.8	74.92009083752669	74.92009083752669
SVOPL	Q8N434	SVOPL_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	2.40824	8.6	53.3	74.44900290562231	74.44900290562231
GP1BA	P07359	GP1BA_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	4.61863	13.7	35.2	73.14971192161134	73.14971192161134
TNFRSF10A	O00220	TR10A_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	27.1627	13.1	72.6	58.83796646238366	72.6
FRRS1	Q6ZNA5	FRRS1_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	12.1262	26.7	72.2	55.76059796019452	72.2
SLC5A9	Q2M3M2	SC5A9_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	39.1847	40.9	13.7	71.9478638337762	71.9478638337762
SLC44A5	Q8NCS7	CTL5_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	6.30266	10.1	71.4	63.09164813576735	71.4
RRH	O14718	OPSX_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	0.871225	70.0	1.5	32.68951046568598	70.0
PCDHB16	Q9NRJ7	PCDBG_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	10.2191	5.3	69.7	63.61862663350188	69.7
SLC26A8	Q96RN1	S26A8_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	68.8705	41.2	10.9	21.2992727622948	68.8705
TLR5	O60602	TLR5_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	14.5815	12.7	13.3	67.88772097203629	67.88772097203629
OTOP1	Q7RTM1	OTOP1_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein);Secreted, extracellular space	False	False	0.311556	0.2	66.4	15.840093258348434	66.4
SLC22A4	Q9H015	S22A4_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	27.689	19.5	46.3	64.07001764455433	64.07001764455433
MPZL3	Q6UWV2	MPZL3_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	53.0619	32.0	63.3	56.17180730261521	63.3
MFSD6L	Q8IWD5	MFS6L_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	63.2579	23.6	23.0	41.67081406620892	63.2579
ABCA1	O95477	ABCA1_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	54.5295	36.2	60.1	62.882080997564046	62.882080997564046
UNC5D	Q6UXZ4	UNC5D_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	5.20449	5.6	33.7	62.27049455044081	62.27049455044081
CSMD1	Q96PZ7	CSMD1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	0.0	4.0	62.0	0.0	62.0
TMEM110	Q86TL2	TM110_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	44.5535	0.0	0.0	61.99056411050416	61.99056411050416
FAT4	Q6V0I7	FAT4_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	16.2073	9.4	61.5	45.850594511443	61.5
LRRC3B	Q96PB8	LRC3B_HUMAN	machine learning	surface	False	Membrane (Single-pass membrane protein)	False	False	24.6992	23.8	20.4	60.89181063614128	60.89181063614128
LINGO3	P0C6S8	LIGO3_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	41.5278	23.5	32.7	60.391605040855346	60.391605040855346
CNTNAP5	Q8WYK1	CNTP5_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	6.5511	4.7	34.7	60.34975858149773	60.34975858149773
IL18R1	Q13478	IL18R_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	46.8579	11.3	36.9	59.02178127416696	59.02178127416696
ADAM32	Q8TC27	ADA32_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	57.5628	26.5	15.4	45.35118015289801	57.5628
GPR137C	Q8N3F9	G137C_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	57.1683	26.0	30.9	22.119314616353563	57.1683
KIAA1549L	Q6ZVL6	K154L_HUMAN	machine learning	surface	False	Membrane (Single-pass membrane protein)	False	False	29.5164	30.9	50.4	56.948055108256305	56.948055108256305
SLC34A3	Q8N130	NPT2C_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	9.69852	14.3	52.9	56.770698507635686	56.770698507635686
SLITRK5	O94991	SLIK5_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	9.41917	9.6	56.6	10.610082966317425	56.6
SLC10A6	Q3KNW5	SOAT_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	22.0983	12.3	6.1	56.03181235921624	56.03181235921624
IFNLR1	Q8IU57	INLR1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	12.2097	9.1	55.0	39.9594243929915	55.0
IZUMO1	Q8IYV9	IZUM1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	54.7898	17.5	6.5	8.12023986700399	54.7898
LRIT2	A6NDA9	LRIT2_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	4.69385	54.7	2.1	17.03955005243542	54.7
CLRN1	P58418	CLRN1_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	2.06294	11.8	13.0	52.34836020308674	52.34836020308674
EPHA6	Q9UF33	EPHA6_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	4.79929	7.7	52.3	37.91934014134834	52.3
TMEM217	Q8N7C4	TM217_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	6.22366	8.4	18.0	51.42050748265394	51.42050748265394
LINGO2	Q7L985	LIGO2_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	15.6044	8.2	51.1	31.910400043266232	51.1
PKD1L1	Q8TDX9	PK1L1_HUMAN	machine learning	surface	False	Cell projection, cilium membrane (Multi-pass membrane protein)	False	False	1.59362	2.6	16.9	50.56865391595848	50.56865391595848
C14ORF37	Q86TY3	CN037_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	5.1828	0.0	0.0	50.470602899541646	50.470602899541646
TMC7	Q7Z402	TMC7_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	17.3968	12.3	24.1	50.13934438047066	50.13934438047066
ABCG4	Q9H172	ABCG4_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	49.7222	48.3	14.5	41.139858663618405	49.7222
SCN5A	Q14524	SCN5A_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	36.2589	49.7	37.8	33.91043665047296	49.7
SCN11A	Q9UI33	SCNBA_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	2.75769	2.8	9.0	49.53137869111243	49.53137869111243
NALCN	Q8IZF0	NALCN_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	8.19161	15.1	36.3	49.469617416267305	49.469617416267305
MSLNL	Q96KJ4	MSLNL_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	0.917844	0.6	49.2	32.360352512344534	49.2
ACVR2A	P27037	AVR2A_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	26.9516	18.1	32.0	48.79868736211881	48.79868736211881
MFSD2B	A6NFX1	MFS2B_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	3.89311	11.2	26.8	48.77839636238172	48.77839636238172
LRRC24	Q50LG9	LRC24_HUMAN	machine learning	surface	False	Membrane (Single-pass membrane protein)	False	False	0.0	12.5	27.4	48.70069232578997	48.70069232578997
SLC2A13	Q96QE2	MYCT_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	12.6897	27.2	29.6	48.528833322206424	48.528833322206424
IL12RB1	P42701	I12R1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	22.3225	22.7	48.0	36.821099943442746	48.0
LMBRD2	Q68DH5	LMBD2_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	11.6795	14.5	32.8	47.4905849712736	47.4905849712736
SCN1A	P35498	SCN1A_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	11.9575	7.9	34.3	46.02891904132274	46.02891904132274
TMEM132D	Q14C87	T132D_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	8.93666	6.7	34.7	45.489708528279635	45.489708528279635
LRRC37A	A6NMS7	L37A1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	2.14066	11.8	3.0	45.300910855979225	45.300910855979225
ITGAD	Q13349	ITAD_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	23.1253	19.4	45.2	40.46111982288944	45.2
PTCHD4	Q6ZW05	PTHD4_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	0.785844	0.9	18.5	44.04075334425139	44.04075334425139
SHISA7	A6NL88	SHSA7_HUMAN	machine learning	surface	False	Membrane (Single-pass membrane protein)	False	False	32.7637	24.6	23.4	42.78894738808978	42.78894738808978
SORCS3	Q9UPU3	SORC3_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	9.74964	7.5	15.0	42.61135854135405	42.61135854135405
ADAM30	Q9UKF2	ADA30_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	42.0103	24.2	0.1	2.5899838086820095	42.0103
SLC35F4	A4IF30	S35F4_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	10.6066	13.2	40.3	19.25051395648168	40.3
SIGLECL1	Q8N7X8	SIGL1_HUMAN	machine learning	surface	False	Membrane (Single-pass membrane protein)	False	False	28.4822	19.0	40.2	16.080164763328426	40.2
IL1RAPL2	Q9NP60	IRPL2_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	0.392799	1.3	11.7	39.74946962901377	39.74946962901377
ADAM29	Q9UKF5	ADA29_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	39.3155	38.4	3.9	34.200791718752264	39.3155
TAS2R1	Q9NYW7	TA2R1_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	1.26381	7.0	8.0	38.82093169239937	38.82093169239937
EDA2R	Q9HAV5	TNR27_HUMAN	machine learning	surface	False	Membrane (Single-pass type III membrane protein)	False	False	35.0256	7.7	38.2	32.59899865903394	38.2
OPN1SW	P03999	OPSB_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	0.496783	38.0	8.5	15.60036116892631	38.0
OPN1MW	P04001	OPSG_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	0.0	12.6	14.4	37.87993406527385	37.87993406527385
AMIGO3	Q86WK7	AMGO3_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	0.0	4.3	11.0	37.660015591000565	37.660015591000565
CACNA1I	Q9P0X4	CAC1I_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	21.1702	9.7	20.1	34.95092475666922	34.95092475666922
ABCC12	Q96J65	MRP9_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	10.7326	2.2	4.9	34.429136608747505	34.429136608747505
SLITRK4	Q8IW52	SLIK4_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	0.0	9.8	33.0	0.0	33.0
TARM1	B6A8C7	TARM1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	1.19691	6.6	2.6	32.320001565354104	32.320001565354104
C19ORF18	Q8NEA5	CS018_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	31.1447	15.2	5.8	21.96956399799828	31.1447
SLC22A14	Q9Y267	S22AE_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	30.6612	10.9	1.9	9.45021626584741	30.6612
NUP210L	Q5VU65	P210L_HUMAN	machine learning	surface	False	Membrane (Single-pass membrane protein)	False	False	30.6032	24.8	19.1	15.990130175553638	30.6032
TAS2R10	Q9NYW0	T2R10_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	0.971627	0.6	30.5	6.820079134143653	30.5
SLITRK2	Q9H156	SLIK2_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	0.0	30.4	20.6	0.0	30.4
SLC7A10	Q9NS82	AAA1_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	0.0	30.2	20.4	0.0	30.2
SLC22A13	Q9Y226	S22AD_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	1.48034	8.4	0.8	29.810560691430148	29.810560691430148
SLC22A25	Q6T423	S22AP_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	21.9056	29.8	6.0	24.29926261280376	29.8
GP5	P40197	GPV_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	0.819632	1.0	28.7	14.400029045369902	28.7
TMEM225	Q6GV28	TM225_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	28.1082	20.5	0.2	1.6499540875848375	28.1082
CACNG2	Q9Y698	CCG2_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	18.1628	10.3	8.7	27.83924495852863	27.83924495852863
GPR180	Q86V85	GP180_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	11.0489	6.5	27.3	23.89007722768127	27.3
KLRF1	Q9NZS2	KLRF1_HUMAN	machine learning	surface	False	Membrane (Single-pass type II membrane protein)	False	False	26.8106	17.0	15.4	20.290449202062337	26.8106
TMEM95	Q3KNT9	TMM95_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	25.4676	10.0	0.2	4.776568198092406	25.4676
SLC10A5	Q5PT55	NTCP5_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	4.95394	10.6	12.5	24.099647466141	24.099647466141
FAM26E	Q8N5C1	FA26E_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	16.8656	0.0	0.0	23.419500472573688	23.419500472573688
C1ORF101	Q5SY80	CA101_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	23.2365	0.0	0.0	6.729902692357638	23.2365
LINGO4	Q6UY18	LIGO4_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	17.5	22.7	12.5	17.510126609521702	22.7
VSTM5	A8MXK1	VSTM5_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	5.90994	4.5	21.6	22.169970219959815	22.169970219959815
SIGLEC16	A6NMB1	SIG16_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	0.0	21.7	11.7	0.0	21.7
SLITRK1	Q96PX8	SLIK1_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	0.0	13.8	21.1	0.0	21.1
ACPT	Q9BZG2	PPAT_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	9.96558	0.0	0.0	19.400549871340388	19.400549871340388
IL1RL2	Q9HB29	ILRL2_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	14.0881	11.6	18.6	16.370334250841335	18.6
LHFPL1	Q86WI0	LHPL1_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	2.61052	2.7	6.6	18.490623643822904	18.490623643822904
ADAM21	Q9UKJ8	ADA21_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	16.1936	8.1	10.6	5.020087965130572	16.1936
TAS2R30	P59541	T2R30_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	0.262048	0.2	1.0	15.990130175553638	15.990130175553638
TAS2R14	Q9NYV8	T2R14_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	10.6423	5.2	4.9	15.79951853668054	15.79951853668054
SERINC4	A6NH21	SERC4_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	0.0	14.2	2.3	4.059901403982727	14.2
SLC36A3	Q495N2	S36A3_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	12.8466	7.0	0.5	0.6799873952481095	12.8466
PTCHD3	Q3KNS1	PTHD3_HUMAN	machine learning	surface	False	Membrane (Multi-pass membrane protein)	False	False	4.36172	3.1	1.2	12.76026992954022	12.76026992954022
ADAM20	O43506	ADA20_HUMAN	machine learning	surface	False	Membrane (Single-pass type I membrane protein)	False	False	11.2476	4.9	0.6	2.540002165694781	11.2476
