gene_symbol	uniprot_id	uniprot_name	surfaceome_label	label_source	already_in_control_panel	internal_compartment_hint	has_cell_membrane_uniprot	has_gpi_uniprot	is_only_secreted_uniprot	uniprot_subcellular	max_tpm_gtex	max_ntpm_hpa_tissue	max_tpm_hpa_celline	max_tpm_tcga	max_expression_any
DUOX2	Q9NRD8	DUOX2_HUMAN	surface	machine learning	False	False	True	False	False	Apical cell membrane (Multi-pass membrane protein)	129.613	273.1	21.5	1397.4674528688013	1397.4674528688013
NGFR	P08138	TNR16_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	383.267	41.9	1319.7	1387.6220544180708	1387.6220544180708
CD82	P27701	CD82_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	198.349	135.6	439.8	1381.767295931112	1381.767295931112
TCIRG1	Q13488	VPP3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	557.344	278.3	370.3	1368.2336917865716	1368.2336917865716
TMEFF2	Q9UIK5	TEFF2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single- pass type I membrane protein);Membrane (Single- pass type I membrane protein);Secreted	13.8184	34.3	113.5	1344.82145149057	1344.82145149057
CLDN10	P78369	CLD10_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, tight junction;Cell membrane (Multi-pass membrane protein)	81.3786	112.3	88.8	1341.3768788356358	1341.3768788356358
CD37	P11049	CD37_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	695.287	233.1	758.1	1289.7706962062132	1289.7706962062132
TMEM63B	Q5T3F8	CSCL2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	73.9799	46.4	123.7	1289.2344067633223	1289.2344067633223
SDC2	P34741	SDC2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	257.163	430.0	968.7	1282.282902396753	1282.282902396753
SLC43A3	Q8NBI5	S43A3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	138.125	134.9	612.0	1281.6608852811123	1281.6608852811123
SLC44A4	Q53GD3	CTL4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	307.332	123.7	125.8	1263.840649566742	1263.840649566742
MUC12	Q9UKN1	MUC12_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	47.3175	63.6	134.8	1254.1540475237769	1254.1540475237769
BAMBI	Q13145	BAMBI_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	138.194	58.6	697.7	1244.369169288944	1244.369169288944
MPZL1	O95297	MPZL1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	93.1805	85.4	342.8	1243.4207460613206	1243.4207460613206
SLC38A2	Q96QD8	S38A2_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	579.855	287.3	888.5	1242.3008141567798	1242.3008141567798
SLC22A7	Q9Y694	S22A7_HUMAN	surface	machine learning	False	False	True	False	False	Basolateral cell membrane (Multi- pass membrane protein)	218.871	419.3	7.4	1241.3539673700727	1241.3539673700727
TSPAN15	O95858	TSN15_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	157.554	98.0	253.5	1231.66895495801	1231.66895495801
SEMA4B	Q9NPR2	SEM4B_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	148.75	119.6	355.3	1224.7731300410155	1224.7731300410155
CD69	Q07108	CD69_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type II membrane protein)	106.286	159.6	226.2	1221.2973814375232	1221.2973814375232
MEP1A	Q16819	MEP1A_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	135.763	440.6	104.7	1207.660150475485	1207.660150475485
SLC6A11	P48066	S6A11_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	43.0769	77.7	17.5	1202.064671102014	1202.064671102014
ALCAM	Q13740	CD166_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein);Secreted	163.992	412.8	1199.5	531.1948259344567	1199.5
NCSTN	Q92542	NICA_HUMAN	surface	machine learning	False	False	False	False	False	Melanosome;Membrane (Single-pass type I membrane protein)	146.617	84.7	278.1	1192.1076374780228	1192.1076374780228
CD34	P28906	CD34_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	119.657	206.4	1180.1	1142.120168427018	1180.1
ANKH	Q9HCJ1	ANKH_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	69.6486	38.2	132.5	1177.2449140130298	1177.2449140130298
MS4A6A	Q9H2W1	M4A6A_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	130.713	133.3	224.8	1164.9875013924106	1164.9875013924106
DLL3	Q9NYJ7	DLL3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	12.0535	27.1	222.7	1144.8149800419449	1144.8149800419449
SLC44A2	Q8IWA5	CTL2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	332.654	148.1	837.1	1140.221768546843	1140.221768546843
SLC7A2	P52569	CTR2_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	143.372	210.8	204.4	1129.2104912461054	1129.2104912461054
TNFRSF18	Q9Y5U5	TNR18_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein);Secreted	36.5223	36.5	1109.5	416.4491494436485	1109.5
MUC3A	Q02505	MUC3A_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass membrane protein);Secreted;Secreted;Secreted;Secreted	52.0597	39.4	62.5	1105.2819283093902	1105.2819283093902
CD7	P09564	CD7_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	74.6396	51.1	577.1	1103.3682774766555	1103.3682774766555
ABCC5	O15440	MRP5_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	90.6763	137.7	300.7	1099.169900147463	1099.169900147463
SLC6A8	P48029	SC6A8_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	86.7812	145.9	730.5	1093.2432157949409	1093.2432157949409
MRGPRX3	Q96LB0	MRGX3_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	1.50083	2.5	291.9	1091.2747643031053	1091.2747643031053
DSG3	P32926	DSG3_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, desmosome;Cell membrane (Single-pass type I membrane protein)	486.15	296.1	344.8	1070.893022313707	1070.893022313707
DSC3	Q14574	DSC3_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, desmosome;Cell membrane (Single-pass type I membrane protein)	292.905	351.6	217.0	1069.1130140800458	1069.1130140800458
TMPRSS11B	Q86T26	TM11B_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type II membrane protein)	599.567	382.6	3.1	1062.0961351882236	1062.0961351882236
CADM4	Q8NFZ8	CADM4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	343.734	203.4	982.9	1061.6545132464478	1061.6545132464478
ENG	P17813	EGLN_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	492.2	518.6	810.4	1060.8453498854592	1060.8453498854592
MYADM	Q96S97	MYADM_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	221.513	210.2	521.2	1058.201488347488	1058.201488347488
CLDN6	P56747	CLD6_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, tight junction;Cell membrane (Multi-pass membrane protein)	1.31121	1.0	968.0	1048.0549345806871	1048.0549345806871
THBD	P07204	TRBM_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	115.982	69.4	408.0	1045.7328483571457	1045.7328483571457
ATP1A3	P13637	AT1A3_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	346.833	279.0	286.1	1043.2712687060882	1043.2712687060882
LRIG1	Q96JA1	LRIG1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	39.927	136.0	173.1	1040.4548264255504	1040.4548264255504
CD8B	P10966	CD8B_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Secreted;Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Secreted;Secreted;Secreted	7.77434	427.3	714.5	1031.621908401617	1031.621908401617
DGCR2	P98153	IDD_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	107.489	59.2	133.7	1030.6213008634409	1030.6213008634409
SLC1A2	P43004	EAA2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	323.107	1024.9	190.8	872.129369099173	1024.9
ICAM2	P13598	ICAM2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	93.1708	156.5	1020.4	672.783193100478	1020.4
ITGA10	O75578	ITA10_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	230.887	114.0	177.6	1015.3057832129105	1015.3057832129105
PTK7	Q13308	PTK7_HUMAN	surface	machine learning	False	False	False	False	False	Cell junction;Membrane (Single-pass type I membrane protein)	120.141	87.5	247.2	1013.9695249535542	1013.9695249535542
TMEM213	A2RRL7	TM213_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	63.4892	70.9	19.7	998.5553270628152	998.5553270628152
FCER1A	P12319	FCERA_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	16.777	35.1	847.7	978.7513119295708	978.7513119295708
GJB1	P08034	CXB1_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, gap junction;Cell membrane (Multi-pass membrane protein)	107.675	374.9	451.0	967.7553106467702	967.7553106467702
VSIG1	Q86XK7	VSIG1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	113.484	182.7	167.1	959.8721820008744	959.8721820008744
SUSD3	Q96L08	SUSD3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass membrane protein)	158.091	76.3	178.3	938.880974540687	938.880974540687
TSPAN33	Q86UF1	TSN33_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	145.198	46.7	135.9	934.5956138898902	934.5956138898902
PTPRF	P10586	PTPRF_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	117.441	102.2	633.1	933.883291175198	933.883291175198
SLC20A2	Q08357	S20A2_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	79.4047	146.2	134.8	932.3956430174626	932.3956430174626
ATP2B4	P23634	AT2B4_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	291.49	164.7	397.0	932.2017767435584	932.2017767435584
EVI2B	P34910	EVI2B_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	683.177	178.5	214.2	931.6204197433278	931.6204197433278
LRP2	P98164	LRP2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein);Membrane, coated pit	28.0461	42.1	78.8	931.0394252993676	931.0394252993676
ITGB6	P18564	ITB6_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	32.802	74.9	194.0	928.139883514915	928.139883514915
SLC6A3	Q01959	SC6A3_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	30.6506	92.9	45.7	926.6613844240457	926.6613844240457
EPHB6	O15197	EPHB6_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein);Secreted	220.791	79.7	157.7	924.4800901372804	924.4800901372804
CD70	P32970	CD70_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type II membrane protein)	348.724	3.2	923.9	719.7729105456879	923.9
TMPRSS15	P98073	ENTK_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type II membrane protein)	1.95221	921.9	484.3	408.727773814605	921.9
CACNG4	Q9UBN1	CCG4_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	69.0684	58.1	402.9	919.9415767186132	919.9415767186132
SLC13A2	Q13183	S13A2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	57.0034	121.8	24.3	900.6972199376396	900.6972199376396
SLC13A3	Q8WWT9	S13A3_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	75.4339	379.8	356.8	897.5188273353359	897.5188273353359
EFNB1	P98172	EFNB1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	93.2196	50.5	278.3	885.2851248592534	885.2851248592534
SLC12A2	P55011	S12A2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	46.3869	71.2	275.9	882.6504288086426	882.6504288086426
ITGB8	P26012	ITB8_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	131.945	20.2	180.7	881.9165652370768	881.9165652370768
OPN3	Q9H1Y3	OPN3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	18.3583	17.6	102.7	875.3391893595901	875.3391893595901
CHRNA9	Q9UGM1	ACHA9_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein)	0.482487	0.6	87.7	869.5338258340511	869.5338258340511
SLC9A3	P48764	SL9A3_HUMAN	surface	machine learning	False	False	True	False	False	Apical cell membrane (Multi-pass membrane protein)	58.2074	88.4	169.3	854.5365039031393	854.5365039031393
PVRL4	Q96NY8	PVRL4_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, adherens junction;Cell membrane (Single-pass type I membrane protein);Secreted	210.613	0.0	0.0	853.8851999442536	853.8851999442536
MOG	Q16653	MOG_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein);Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Cell membrane (Multi-pass membrane protein);Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein)	713.7	686.8	3.1	853.8260151142663	853.8260151142663
SLC12A3	P55017	S12A3_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	64.5694	94.2	224.1	846.4014539520712	846.4014539520712
PTPRC	P08575	PTPRC_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein);Membrane raft	236.318	273.8	519.5	843.1808487144735	843.1808487144735
SLC6A13	Q9NSD5	S6A13_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	39.2038	142.8	47.9	837.8210246393103	837.8210246393103
GABBR1	Q9UBS5	GABR1_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, synapse, postsynaptic cell membrane (Multi-pass membrane protein);Cell membrane (Multi-pass membrane protein);Cell projection, dendrite;Secreted	324.852	224.4	17.6	837.4726567008937	837.4726567008937
ADIPOR2	Q86V24	ADR2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	119.191	121.3	109.0	835.9647353736302	835.9647353736302
TSPAN14	Q8NG11	TSN14_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	36.0977	85.3	283.3	833.3612849602854	833.3612849602854
ITGA7	Q13683	ITA7_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	341.401	138.6	193.0	820.0103111348004	820.0103111348004
TNFRSF14	Q92956	TNR14_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	284.668	96.3	47.0	815.1932131494702	815.1932131494702
LYVE1	Q9Y5Y7	LYVE1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	138.908	140.3	66.1	811.641162096814	811.641162096814
CD83	Q01151	CD83_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	105.04	197.9	805.0	609.590932615522	805.0
LRRC38	Q5VT99	LRC38_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	26.7706	44.7	79.0	802.1333029533133	802.1333029533133
FCGR2A	P12318	FCG2A_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	269.439	126.7	294.7	801.7997740351957	801.7997740351957
SLC2A2	P11168	GTR2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	140.312	781.9	107.0	767.5931998744132	781.9
SLAMF7	Q9NQ25	SLAF7_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	345.934	58.0	465.0	765.7332617615467	765.7332617615467
LILRA5	A6NI73	LIRA5_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein);Secreted;Membrane (Single-pass type I membrane protein);Secreted;Secreted;Secreted	762.207	73.4	6.9	277.72145125370963	762.207
PTCRA	Q6ISU1	PTCRA_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	6.59455	119.8	241.4	747.3281570886621	747.3281570886621
MFSD4	Q8N468	MFSD4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	173.729	0.0	0.0	746.9138646869732	746.9138646869732
LRRC32	Q14392	LRC32_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	186.764	101.7	206.1	744.8974758036804	744.8974758036804
TGFA	P01135	TGFA_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein);Secreted, extracellular space	27.2143	24.5	737.5	382.4417530136499	737.5
LIM2	P55344	LMIP_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	0.538544	0.5	23.4	731.8976123269501	731.8976123269501
GLIPR1	P48060	GLIP1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass membrane protein)	91.4936	81.2	726.6	603.8714310344131	726.6
SLC12A8	A0AV02	S12A8_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	40.1288	21.0	61.8	722.3218504163544	722.3218504163544
SLC26A9	Q7LBE3	S26A9_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	68.606	68.3	83.5	721.1212268305351	721.1212268305351
ITGA2B	P08514	ITA2B_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	36.2607	15.7	630.2	714.8010689742912	714.8010689742912
SPN	P16150	LEUK_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	110.688	67.7	454.8	713.8603088175932	713.8603088175932
VSIG8	Q5VU13	VSIG8_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	21.7211	23.6	24.2	713.563483972752	713.563483972752
CPD	O75976	CBPD_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	51.5105	53.7	280.7	701.4507208589118	701.4507208589118
SLC45A2	Q9UMX9	S45A2_HUMAN	surface	machine learning	False	False	False	False	False	Melanosome membrane (Multi-pass membrane protein)	1.64442	1.2	643.4	679.8147610918085	679.8147610918085
CA14	Q9ULX7	CAH14_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	47.9176	112.9	120.7	666.7480250593427	666.7480250593427
ASIC4	Q96FT7	ASIC4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	60.9434	7.4	21.1	663.1529416984673	663.1529416984673
LILRA4	P59901	LIRA4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	19.4648	10.1	2.7	662.96910187127	662.96910187127
SLC38A4	Q969I6	S38A4_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	162.689	570.3	87.1	657.4319706446432	657.4319706446432
ABCC4	O15439	MRP4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	22.154	38.7	222.7	656.5667146929237	656.5667146929237
SELPLG	Q14242	SELPL_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	654.334	75.0	415.0	414.37596604517546	654.334
SLC47A1	Q96FL8	S47A1_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	117.75	124.8	62.1	653.8871190665775	653.8871190665775
SLC39A5	Q6ZMH5	S39A5_HUMAN	surface	machine learning	False	False	True	False	False	Basolateral cell membrane (Multi-pass membrane protein)	274.341	291.7	157.6	649.1903648799905	649.1903648799905
TRGC2	P03986	TRGC2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass membrane protein)	0.0	30.0	647.8	0.0	647.8
SLC39A12	Q504Y0	S39AC_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	25.283	647.0	5.0	93.3374755774862	647.0
LRP4	O75096	LRP4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	55.9247	29.8	130.0	639.9421778122063	639.9421778122063
SLC38A5	Q8WUX1	S38A5_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	90.9554	223.8	638.7	585.7322568088474	638.7
VSIG2	Q96IQ7	VSIG2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	548.998	584.2	243.0	638.0818728033772	638.0818728033772
TSPAN6	O43657	TSN6_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	76.0027	73.2	269.9	633.2791284944512	633.2791284944512
LTBR	P36941	TNR3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	201.085	137.4	317.2	632.4894997888769	632.4894997888769
CLDN8	P56748	CLD8_HUMAN	surface	machine learning	False	False	True	False	False	Cell junction, tight junction;Cell membrane (Multi-pass membrane protein)	31.7685	64.7	45.3	631.9636277152509	631.9636277152509
ICAM4	Q14773	ICAM4_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein);Secreted	0.0	12.6	631.0	391.8061730746031	631.0
GRAMD1B	Q3KR37	GRM1B_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass membrane protein)	111.404	204.1	627.7	392.81230885160784	627.7
SLC1A1	P43005	EAA3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	54.4748	60.9	154.9	626.7288945400118	626.7288945400118
SLC22A2	O15244	S22A2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	10.4885	143.6	28.1	626.0776090871298	626.0776090871298
SLC38A8	A6NNN8	S38A8_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	1.99675	2.3	49.2	621.5806053297283	621.5806053297283
GPA33	Q99795	GPA33_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	314.499	202.4	427.6	620.2034211214061	620.2034211214061
KLRC2	P26717	NKG2C_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type II membrane protein)	2.73592	9.0	102.0	617.5010003591253	617.5010003591253
SLC41A2	Q96JW4	S41A2_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	21.4297	86.0	34.7	616.3464277055131	616.3464277055131
CASR	P41180	CASR_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	25.3506	615.6	85.7	102.75650811650016	615.6
LGR6	Q9HBX8	LGR6_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	119.866	66.9	69.2	611.8769075614607	611.8769075614607
ITGA4	P13612	ITA4_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	78.647	69.0	315.9	611.7072824989851	611.7072824989851
MANSC1	Q9H8J5	MANS1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	40.3623	65.5	610.4	341.6311644632775	610.4
NIPAL3	Q6P499	NPAL3_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	78.1686	59.6	116.9	610.3519737518568	610.3519737518568
SEZ6	Q53EL9	SEZ6_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein)	116.35	109.8	259.5	607.5661255965626	607.5661255965626
SLC11A1	P49279	NRAM1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	605.165	83.5	1.7	466.7793438114802	605.165
FAM174B	Q3ZCQ3	F174B_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	53.8009	75.0	289.9	605.0026349038577	605.0026349038577
CD320	Q9NPF0	CD320_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	85.6967	65.3	602.6	595.8467778466406	602.6
SLC6A19	Q695T7	S6A19_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	100.915	134.2	68.8	596.7974589281764	596.7974589281764
LILRA2	Q8N149	LIRA2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein);Secreted	98.4467	56.9	16.1	595.4339107447475	595.4339107447475
PRPH2	P23942	PRPH2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	9.56062	594.9	21.1	199.03698844573032	594.9
TMEM178A	Q8NBL3	T178A_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Multi-pass membrane protein)	591.812	380.5	133.2	401.0105556173049	591.812
KCT2	Q8NC54	KCT2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	98.4522	0.0	0.0	588.662758654882	588.662758654882
ACVRL1	P37023	ACVL1_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	149.915	83.2	162.2	587.8472627949214	587.8472627949214
ENPEP	Q07075	AMPE_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type II membrane protein)	42.4876	154.1	80.9	587.4806583273366	587.4806583273366
MPZL2	O60487	MPZL2_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	245.52	208.1	420.4	585.813462308557	585.813462308557
LRRC15	Q8TF66	LRC15_HUMAN	surface	machine learning	False	False	False	False	False	Membrane (Single-pass type I membrane protein)	3.03462	6.7	189.9	584.9613657686895	584.9613657686895
ZP3	P21754	ZP3_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Single-pass type I membrane protein);Secreted, extracellular space, extracellular matrix	3.97557	19.1	583.8	318.73098683086755	583.8
SLC46A2	Q9BY10	TSCOT_HUMAN	surface	machine learning	False	False	True	False	False	Cell membrane (Multi-pass membrane protein)	36.9121	24.0	1.2	583.5844078950661	583.5844078950661
